"gene_id","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21"
"ENSG00000207056.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237402.1",2,7,0,2,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,6,0
"ENSG00000237728.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225126.1",0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,2,0,1
"ENSG00000270171.1",0,3,2,4,0,0,5,0,0,11,0,0,2,4,0,3,0,0,0,0,0
"ENSG00000270035.1",5,0,2,11,0,3,15,0,0,6,2,0,6,0,0,12,0,0,6,0,5
"ENSG00000269978.1",4,2,0,3,0,2,7,3,0,6,0,1,9,0,0,3,0,1,4,0,4
"ENSG00000049245.12",6120,3220,2887,8407,3125,2810,9834,3852,3205,6991,4564,2796,5648,3112,3155,5647,2045,3734,4849,3075,1376
"ENSG00000269925.1",41,3,15,27,6,11,50,11,13,32,7,2,66,2,7,28,7,14,37,4,8
"ENSG00000049246.14",863,177,322,1890,922,656,1086,635,812,649,469,335,1639,2111,1082,1343,280,209,427,1942,426
"ENSG00000236266.1",6,2,4,7,0,1,6,0,3,4,1,0,35,2,5,5,1,3,3,9,7
"ENSG00000049247.13",4,3,0,0,2,0,77,0,4,0,0,0,8,0,0,2,0,0,0,0,0
"ENSG00000049249.8",58,1,4,39,0,2,44,4,0,20,0,0,38,0,4,244,0,2,258,4,4
"ENSG00000270330.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000116288.12",7466,9178,9630,6767,10948,8341,6703,11842,9168,6891,13297,8197,7776,10754,9105,8653,5805,9732,5319,9872,2947
"ENSG00000200344.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116285.12",15543,16390,1002,9296,33585,871,13204,38856,1140,8720,10346,1072,6888,1076,538,12310,5044,1223,29966,1341,1111
"ENSG00000238290.1",8,4,2,7,11,5,6,13,1,9,6,2,20,2,2,10,0,1,12,4,3
"ENSG00000232848.1",1,2,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0
"ENSG00000229305.1",3,3,0,4,1,0,0,3,0,0,0,0,2,0,1,2,0,0,1,0,0
"ENSG00000227634.2",13,0,0,13,3,0,4,0,0,2,0,0,2,0,2,3,0,2,1,0,2
"ENSG00000200975.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000233645.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251977.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162426.14",130,116,215,339,129,149,228,132,104,146,196,158,76,46,107,78,69,189,105,42,110
"ENSG00000252254.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000142599.17",12913,30003,19819,15158,39188,14196,15647,35699,17875,14922,84899,15361,9285,14619,9213,10265,7702,16461,6545,14055,3128
"ENSG00000232912.5",13,32,11,35,48,9,20,57,2,36,40,3,9,27,1,10,0,2,4,18,3
"ENSG00000221083.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270282.1",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"ENSG00000234619.1",0,2,1,0,0,0,1,3,1,0,0,0,2,2,0,2,0,1,2,0,2
"ENSG00000224315.2",0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,2,2,2
"ENSG00000222511.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226545.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228423.2",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000229716.2",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000074800.13",66443,6445,11015,40391,7434,8613,37450,9719,4927,34982,15831,12322,70684,5959,6821,96634,26939,32153,27075,5966,5524
"ENSG00000274258.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000236269.1",12,4,2,13,4,0,16,2,3,11,4,0,28,1,0,13,2,6,29,1,1
"ENSG00000230679.1",1,2,0,6,0,8,3,2,1,5,2,1,3,0,2,3,0,0,0,4,1
"ENSG00000201725.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238249.2",2,0,0,1,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0
"ENSG00000232208.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000232663.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000131686.14",0,0,2,0,0,0,0,2,0,0,12,1,2,0,0,2,0,0,0,2,2
"ENSG00000265141.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197241.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5
"ENSG00000142583.17",86,1208,244,70,222,110,206,926,277,118,2502,155,232,452,501,113,1907,108,144,2370,38
"ENSG00000252404.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180758.11",1867,2120,1958,1140,1180,997,1675,2218,2209,1786,2994,2225,989,1930,1345,1947,2549,2597,425,1550,582
"ENSG00000228526.6",1115,54,110,835,68,126,982,50,101,1349,234,158,3559,53,145,1107,62,62,483,93,158
"ENSG00000234546.3",12,4,0,44,8,3,27,4,3,23,4,8,113,4,0,16,2,2,18,2,13
"ENSG00000281937.1",6,0,0,4,0,0,4,0,3,7,4,1,11,0,0,1,2,0,14,0,0
"ENSG00000049239.12",8606,8165,5534,10493,19636,3784,9002,8458,3162,9034,12170,2178,5788,6244,5243,7909,4928,3955,4530,3989,1487
"ENSG00000171621.13",2381,3957,2138,1690,3211,422,2313,3889,793,2021,5733,555,1507,1047,561,2355,3534,2085,26732,590,404
"ENSG00000252956.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235263.1",0,273,2,0,784,0,0,632,9,0,244,2,0,25,2,0,0,0,0,12,0
"ENSG00000171612.6",770,3057,570,348,2346,520,519,2691,394,622,2701,282,387,280,314,846,215,286,476,111,174
"ENSG00000231181.1",14,13,6,2,28,4,7,17,4,9,11,2,9,6,2,12,0,4,4,1,6
"ENSG00000188807.12",826,3838,2512,863,8804,1584,724,5877,1571,999,7745,1674,869,1911,1292,924,2014,2456,565,1734,918
"ENSG00000171608.15",1716,125,352,3685,139,320,2302,125,205,1980,163,384,2888,97,275,3274,36,202,1951,137,316
"ENSG00000179840.5",6,0,2,23,0,0,16,0,0,4,0,6,12,0,0,20,0,2,4,0,0
"ENSG00000233268.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231789.2",58,0,14,42,0,8,28,2,8,26,3,8,53,0,3,25,1,2,27,0,12
"ENSG00000171603.16",6096,1634,5859,7319,1806,3783,7528,2410,5388,6467,3351,4062,6229,2624,5893,6129,618,4785,6452,2370,3950
"ENSG00000271264.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280113.2",0,0,0,3,0,0,2,0,2,0,0,2,6,0,0,0,0,0,0,1,0
"ENSG00000178585.14",3561,773,2821,4109,537,2407,3716,301,2194,4215,515,1832,2178,776,2819,2518,361,1223,893,594,1369
"ENSG00000162441.11",947,518,816,564,679,711,717,646,840,587,673,766,555,576,801,958,428,1119,505,426,266
"ENSG00000228150.1",0,1,7,5,5,2,6,8,5,5,2,0,15,2,8,12,2,7,0,3,2
"ENSG00000173614.13",506,690,1001,398,662,771,430,688,872,341,910,921,416,550,932,397,294,820,136,791,275
"ENSG00000202415.1",4,15,6,4,17,4,4,13,4,1,29,1,3,6,3,3,6,3,0,9,0
"ENSG00000283611.1",1,1,0,2,0,1,0,0,1,0,1,0,1,0,2,2,0,0,0,2,1
"ENSG00000265521.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162444.11",252,89,610,401,168,560,221,85,607,203,178,476,127,68,695,138,13,700,99,253,1130
"ENSG00000130939.18",3638,4369,4853,3672,4086,2997,4158,6638,5942,2499,9358,4551,3170,4138,4648,3383,847,3052,1243,3067,1021
"ENSG00000224340.1",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ENSG00000233623.2",4,0,3,2,3,2,0,0,0,3,1,0,3,0,4,4,0,0,2,0,0
"ENSG00000201746.1",0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0
"ENSG00000054523.17",4916,25754,6326,5233,33686,6830,4573,20809,6100,3375,54776,6197,4075,39082,4788,5672,8976,9594,4007,18436,1853
"ENSG00000264881.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199562.1",0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
"ENSG00000142657.20",10848,1217,1657,10511,1716,1900,7603,954,1133,6616,2821,1855,10581,1502,1328,28995,631,2584,5324,813,667
"ENSG00000271989.1",0,0,0,2,0,0,3,0,1,2,0,0,3,0,0,1,0,0,0,0,0
"ENSG00000175279.21",313,90,235,477,124,208,404,228,152,389,163,153,606,121,255,327,32,122,168,56,63
"ENSG00000241563.3",11,2,7,26,13,13,37,16,5,35,18,17,35,9,23,23,0,8,12,0,7
"ENSG00000160049.11",2095,964,1593,1839,1244,1103,2045,1546,1351,1921,1950,1386,1659,856,1076,2536,1066,2106,1005,781,525
"ENSG00000142655.12",1725,882,1241,1400,915,1286,1282,883,1020,1081,1272,1043,1243,744,1045,1569,972,1578,1151,856,486
"ENSG00000243267.3",2,2,0,1,0,0,0,0,2,3,0,0,7,3,0,0,1,0,0,0,0
"ENSG00000130940.14",2838,1388,2396,3441,2279,1859,5033,2307,2413,2716,3645,1971,2151,2833,1960,2292,2532,2820,1451,2349,599
"ENSG00000272078.1",319,35,214,285,64,157,418,62,194,366,62,137,453,66,181,322,50,113,436,85,141
"ENSG00000225158.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000175262.14",71,151,40,21,22,41,25,153,43,92,22,30,184,698,50,26,10,2,12,744,10
"ENSG00000215785.2",2,3,0,2,2,2,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0
"ENSG00000120948.16",10545,8474,8425,9037,9297,4921,9915,8798,4142,8041,10528,5245,10594,6055,5734,10226,7435,7488,10389,5927,2412
"ENSG00000009724.16",216,126,168,283,185,115,386,191,99,280,99,86,192,262,116,182,55,67,46,169,22
"ENSG00000271895.2",246,227,213,505,304,123,512,279,63,358,236,89,302,466,140,221,76,43,151,277,78
"ENSG00000116649.9",4913,2114,2186,2097,1998,2261,2181,2627,1517,3952,4706,2291,2851,2504,2115,6556,2843,5340,2159,2724,1554
"ENSG00000171824.13",4064,1868,1672,4180,2883,1586,4165,2641,1317,3372,2508,1149,3761,2720,1466,3327,866,1837,2658,2229,920
"ENSG00000226849.1",248,69,134,245,58,68,188,86,49,213,55,47,354,63,119,239,56,63,340,38,80
"ENSG00000230337.1",3,1,0,4,0,2,6,1,0,4,2,0,6,1,4,3,0,2,0,0,0
"ENSG00000198793.12",4962,3287,4263,4376,6171,3696,4422,7219,3932,5077,9803,3872,3716,4977,3691,5414,3154,5211,2660,2697,1123
"ENSG00000225602.5",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
"ENSG00000253086.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171819.4",168,1197,62,184,893,14,188,36,23,169,184,6,88,11,42,32,18,8,48,34,63
"ENSG00000207451.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238173.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ENSG00000120942.13",1304,1014,712,1091,1383,757,1252,1688,718,1199,2546,816,676,1143,672,1689,2140,1508,564,713,256
"ENSG00000238199.1",0,0,0,1,0,3,2,0,0,1,0,0,0,0,1,1,0,0,4,0,0
"ENSG00000224338.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000204624.7",11,12,3,20,8,4,46,9,8,12,4,20,43,2,6,4,92,11,11,3,14
"ENSG00000235643.1",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ENSG00000116661.9",157,45,67,589,198,93,800,477,150,341,248,194,639,75,122,275,23,81,215,41,60
"ENSG00000132879.13",851,403,1199,1886,244,704,1397,385,751,1271,336,1172,2462,416,1114,928,166,1223,1199,402,687
"ENSG00000116663.10",743,740,453,743,329,196,843,679,445,428,468,307,687,779,360,969,290,531,444,520,193
"ENSG00000116670.14",857,798,631,1364,844,499,964,1168,432,765,1289,627,1240,980,458,1484,548,1303,1931,731,342
"ENSG00000162490.6",17,0,4,10,0,1,14,1,10,19,1,2,118,0,19,36,4,7,27,0,24
"ENSG00000177674.15",3150,1337,810,4227,475,486,3198,1299,409,2058,914,486,3562,503,602,5987,778,2089,1452,267,486
"ENSG00000215910.7",1,1,0,0,4,0,7,0,0,1,1,1,0,1,1,3,0,1,2,0,0
"ENSG00000177553.6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000177000.10",4441,1084,2933,4058,1133,2388,4283,1003,2962,3972,1981,4949,3317,1518,2847,4915,2203,11839,3982,2877,1206
"ENSG00000011021.21",4382,1083,1711,3224,2289,1439,3772,2304,1898,3371,1990,1756,4182,2509,1822,4929,997,2469,2843,1175,841
"ENSG00000242349.5",28,5,12,52,9,5,47,11,10,38,4,3,83,7,4,51,13,49,63,7,10
"ENSG00000175206.10",200,19,5796,175,112,2524,29,127,9403,49,88,503,92,23,1598,173,127,6117,243,83,644
"ENSG00000120937.8",14,7,365,24,3,3411,8,8,1255,7,10,374,0,0,466,31,3,76109,45,7,748
"ENSG00000224904.1",0,20,8,0,8,9,0,5,0,0,45,12,0,0,2,2,186,54,1,0,0
"ENSG00000199347.1",1,1,1,0,2,1,0,1,1,0,2,0,2,0,2,0,0,1,1,1,0
"ENSG00000201801.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000116685.15",3567,2454,3270,4372,3334,2463,3886,3117,2543,3075,6488,3227,2925,2898,2738,3371,2119,2684,1829,2457,1512
"ENSG00000083444.16",7418,2937,4087,5673,1869,3658,5647,2428,3167,7166,5034,4846,8516,2508,3987,9582,1634,7030,5112,1582,4329
"ENSG00000116688.16",9132,16038,34030,8548,15546,33206,7539,20525,44455,7303,30648,41840,6006,22499,37797,9163,18831,48116,6334,27175,8183
"ENSG00000270914.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116691.10",2526,655,836,2114,684,518,1614,1138,587,1866,1123,786,2087,1604,567,3010,539,918,2198,802,606
"ENSG00000202461.1",3,0,0,0,0,0,1,0,2,3,0,0,1,0,2,4,1,0,4,0,0
"ENSG00000276869.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243539.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120949.14",59,69,66,231,57,42,94,66,32,82,101,67,166,54,50,80,13,33,178,61,57
"ENSG00000201135.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227875.2",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283789.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000028137.18",6009,810,1958,7546,743,1220,5592,957,877,5316,2028,1349,5295,1136,1189,8077,830,2164,9973,1675,1921
"ENSG00000263676.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225196.2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"ENSG00000252969.1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000048707.13",7383,6312,10522,7341,10150,9442,7810,7278,6842,6594,16728,12032,4555,5927,6269,6519,5242,29805,4121,4332,2148
"ENSG00000239149.1",6,3,1,2,4,5,3,2,3,2,2,9,11,0,3,2,1,19,8,1,5
"ENSG00000229484.1",6,0,0,4,1,0,0,2,0,3,2,0,4,1,0,3,1,0,0,0,0
"ENSG00000162496.8",4387,1740,2899,4439,2208,1470,5195,2142,2939,3143,3737,2921,3901,2345,2410,3584,1952,1331,1452,2873,2021
"ENSG00000221340.1",2,0,0,2,1,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0
"ENSG00000276830.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272482.1",10,2,25,1,12,8,12,5,6,8,11,18,10,6,8,6,8,3,1,4,1
"ENSG00000204518.2",2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0
"ENSG00000226166.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188984.11",0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0
"ENSG00000157330.9",2,2,0,2,4,0,4,0,1,4,1,2,0,0,0,4,0,1,67,13,0
"ENSG00000116726.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000116721.9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000228338.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"ENSG00000239810.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231103.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179172.9",2,0,5,2,2,1,7,0,2,2,1,0,1,0,1,8,0,2,7,4,1
"ENSG00000120952.4",0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000243073.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000187545.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000204510.5",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207434.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234064.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232423.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274178.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274764.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277058.2",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"ENSG00000229571.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277862.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236179.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275774.2",0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,1,0
"ENSG00000229978.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233336.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280267.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179412.10",1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
"ENSG00000204505.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279169.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279804.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250894.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270601.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231219.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207511.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182330.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237700.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204501.7",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228229.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204481.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204480.7",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204479.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204478.9",0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000162494.5",3,789,7,5,1100,24,4,325,0,4,1405,42,10,1544,8,0,1456,584,0,7104,6
"ENSG00000259961.1",0,1,0,0,0,0,0,3,0,0,11,2,0,29,0,0,5,0,0,7,0
"ENSG00000215909.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162493.16",5782,1264,997,3017,1681,868,1910,1796,754,1999,1948,757,1125,1615,614,2521,1958,2073,1833,1165,235
"ENSG00000222952.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237445.2",0,0,2,0,7,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0
"ENSG00000253085.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116731.22",4480,3697,2872,4496,3864,2006,4809,4958,2806,3675,5940,2204,3573,3163,2396,4676,4080,3086,3601,2376,1016
"ENSG00000189337.16",1756,71,182,2375,77,127,2269,80,74,2415,157,203,889,71,85,1733,43,188,2056,145,304
"ENSG00000252151.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231606.1",2,2,1,0,0,0,0,1,0,1,5,5,0,0,0,0,0,3,0,0,0
"ENSG00000234593.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000235829.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000175147.11",54,10,22,52,14,11,34,6,11,61,6,3,102,6,11,36,1,6,39,8,14
"ENSG00000171729.13",1126,76,435,1231,53,131,1338,87,185,1142,152,238,1283,48,205,1262,28,374,2073,44,234
"ENSG00000204464.7",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000215720.4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278480.1",4,0,0,6,0,0,7,2,0,4,0,0,4,0,0,5,0,0,3,0,0
"ENSG00000142621.19",124,3,0,115,1,1,155,2,5,86,9,0,139,7,8,162,1,2,177,0,8
"ENSG00000233485.1",14,0,6,4,0,8,6,0,0,10,1,4,31,0,16,30,0,1,7,0,35
"ENSG00000236045.1",3,0,0,0,0,4,7,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"ENSG00000228140.1",23,0,9,46,0,2,32,0,2,28,0,0,39,1,5,26,0,2,23,2,9
"ENSG00000142634.12",6127,282,1909,7649,267,1105,4847,274,690,3721,483,1191,6084,203,995,9004,238,1686,7615,307,1418
"ENSG00000162438.11",89,3,81,47,12,30,26,1203,26,9,4,1,4,2,2,12,4,2,62,57,100
"ENSG00000142615.7",100,2,97,31,17,27,18,596,16,5,0,0,5,2,1,0,0,1,4,42,91
"ENSG00000215704.9",21,1,21,12,5,12,2,83,2,2,0,1,1,2,0,4,2,0,5,14,16
"ENSG00000132906.17",884,411,910,844,338,719,914,608,529,971,459,493,985,712,846,906,456,541,1139,820,618
"ENSG00000116138.12",1396,1071,955,1230,1541,728,1580,1544,823,1131,1472,877,1297,1177,689,1436,834,1446,462,993,290
"ENSG00000251866.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272510.1",0,5,2,2,2,0,0,0,0,0,2,0,1,7,1,0,1,0,1,14,0
"ENSG00000116771.5",11,467,19,19,191,7,15,20,6,18,228,18,37,429,23,21,542,11,9,1228,1
"ENSG00000237301.1",6,4,4,4,7,0,8,4,1,6,2,2,8,27,7,6,4,4,5,29,1
"ENSG00000235084.3",20,11,14,18,5,12,8,11,6,10,19,3,5,13,17,11,5,19,26,14,9
"ENSG00000252417.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236500.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000197312.11",3353,3124,1803,3278,4021,1550,3738,3428,2118,2761,3983,1725,2339,5338,1577,3554,2105,1766,1687,2881,670
"ENSG00000271742.1",0,2,0,7,6,0,2,6,0,0,0,0,5,2,2,0,0,0,9,1,2
"ENSG00000116786.11",8829,8395,6867,8383,10830,5483,8117,12611,5853,7420,19520,6787,8177,12608,6159,9627,4843,9185,10767,5823,2730
"ENSG00000237938.5",84,34,21,46,47,39,71,29,37,56,44,24,79,26,31,74,12,29,106,22,22
"ENSG00000162461.7",316,1439,2979,497,646,2066,339,175,1477,350,675,488,237,1571,673,191,178,295,190,1064,160
"ENSG00000162460.6",2,0,1,2,4,0,1,0,1,5,0,0,4,1,0,0,0,0,2,0,0
"ENSG00000224459.1",5,3,0,3,0,1,4,0,0,23,0,4,0,0,4,2,0,0,2,0,5
"ENSG00000162458.12",3450,272,4329,2759,240,4241,2478,144,7339,5578,660,5389,3624,176,4252,2483,246,4122,7500,237,1112
"ENSG00000224321.1",12,2,0,10,2,6,1,2,0,5,6,0,13,2,1,4,1,2,5,0,2
"ENSG00000233954.6",307,291,1560,295,387,1576,177,418,1232,208,563,1534,312,362,1201,431,544,1801,266,585,251
"ENSG00000178715.8",11,1,2,6,5,4,17,14,5,6,25,4,11,25,17,13,7,12,34,16,14
"ENSG00000179743.4",193,298,252,345,389,215,247,422,175,242,356,176,293,438,319,168,58,249,87,461,72
"ENSG00000065526.10",8604,4749,3857,9342,8657,3001,9392,7241,4181,7801,14285,3178,5120,5172,3112,8590,4237,4901,8218,4387,2562
